location,latitude,longitude,confirmed,dead,recovered,updated
"Calhoun County, Florida",30.3475302,-85.1894045,6,0,None,2020-04-19 01:40:27.495960+00:00
"Erie County, New York",42.9023958,-78.8661589,2023,115,0,2020-04-18 01:41:02.433592+00:00
"Brunswick County, North Carolina",34.0275398,-78.2020387,36,2,None,2020-04-19 01:40:27.495960+00:00
"Cumberland County, Pennsylvania",40.1299841,-77.2405153,176,4,0,2020-04-18 01:41:02.433592+00:00
"Bell County, Texas",31.134411,-97.5247243,126,3,0,2020-04-18 01:41:02.433592+00:00
"Jackson County, Florida",30.7150882,-85.1894045,8,0,None,2020-04-19 01:40:27.495960+00:00
Kaag en Braassem,52.204135,4.6313145,6,None,None,2020-04-19 01:41:39.446935+00:00
Santo André,-23.6742228,-46.5436003,236,12,None,2020-04-19 01:22:27.734526+00:00
Fengxian district,30.917795,121.474042,9,0,9,2020-04-19 01:22:33.698233+00:00
Qingpu district,31.150681,121.124178,6,0,6,2020-04-19 01:22:33.698233+00:00
Jinshan district,30.741991,121.341969,4,0,4,2020-04-19 01:22:33.698233+00:00
Handan,36.625656,114.538961,32,0,32,2020-04-19 01:22:33.698233+00:00
"Weld County, Colorado",40.3920718,-104.7158226,986,61,None,2020-04-19 01:40:27.495960+00:00
"Columbia County, Florida",30.1812696,-82.605118,36,0,0,2020-04-18 01:41:02.433592+00:00
"Avoyelles Parish, Louisiana",30.9711824,-92.0665197,68,3,None,2020-04-19 01:40:27.495960+00:00
"Polk County, North Carolina",35.2686842,-82.1713632,10,0,0,2020-04-18 01:41:02.433592+00:00
Gonda,27.1339874,81.9618979,0,0,0,2020-04-19 01:22:54.618665+00:00
"Dallam County, Texas",36.20745,-102.5298028,3,0,None,2020-04-19 01:40:27.495960+00:00
Armação dos Búzios,-22.7563906,-41.889042,1,0,None,2020-04-19 01:22:15.593496+00:00
"Burke County, Georgia",33.088805,-81.9534815,41,2,0,2020-04-18 01:41:02.433592+00:00
Tenente Ananias,-6.4574435,-38.1807707,2,2,None,2020-04-19 01:22:29.572325+00:00
"Gila County, Arizona",33.6370567,-110.5215459,7,0,0,2020-04-18 01:41:02.433592+00:00
"Randolph County, North Carolina",35.7449531,-79.8296743,69,2,0,2020-04-18 01:41:02.433592+00:00
"Adams County, Colorado",39.8398269,-104.1930918,860,31,None,2020-04-19 01:40:27.495960+00:00
Wuhan,30.592849,114.305539,50333,3869,46342,2020-04-19 01:22:33.698233+00:00
Xiaogan,30.917766,113.957037,3518,129,3389,2020-04-19 01:22:33.698233+00:00
Blida,36.4798683,2.8005677,663,94,32,2020-04-19 01:41:35.185800+00:00
"Manatee County, Florida",27.4799195,-82.345189,362,31,0,2020-04-18 01:41:02.433592+00:00
"Marion County, Florida",29.2787765,-82.12784,118,3,0,2020-04-18 01:41:02.433592+00:00
"Martin County, Florida",27.0804935,-80.4103957,148,4,0,2020-04-18 01:41:02.433592+00:00
"Butts County, Georgia",33.2691443,-83.9532571,41,0,0,2020-04-18 01:41:02.433592+00:00
"Tunica County, Mississippi",34.6407083,-90.4125181,30,1,0,2020-04-18 01:41:02.433592+00:00
"Weber County, Utah",41.2602635,-111.9522491,112,1,0,2020-04-18 01:41:02.433592+00:00
"Coffee County, Georgia",31.5182285,-82.820974,75,3,0,2020-04-18 01:41:02.433592+00:00
"Schuyler County, Illinois",40.1844543,-90.6393702,1,0,None,2020-04-19 01:40:27.495960+00:00
"Shelby County, Illinois",39.3980704,-88.864698,4,0,None,2020-04-19 01:40:27.495960+00:00
"Dubois County, Indiana",38.357918,-86.8220341,14,0,None,2020-04-19 01:40:27.495960+00:00
"Union County, New Jersey",40.6595001,-74.2883536,8959,356,0,2020-04-18 01:41:02.433592+00:00
"Carroll County, Ohio",40.5328331,-81.0754657,15,0,None,2020-04-19 01:40:27.495960+00:00
Béjaïa,36.7508896,5.0567333,96,13,1,2020-04-19 01:41:35.209193+00:00
"Elkhart County, Indiana",41.6062253,-85.8486236,148,3,0,2020-04-18 01:41:02.433592+00:00
"Delaware County, Pennsylvania",39.907793,-75.3878525,2317,77,0,2020-04-18 01:41:02.433592+00:00
"Elk County, Pennsylvania",41.4284924,-78.5660852,2,0,None,2020-04-19 01:40:27.495960+00:00
"Jim Wells County, Texas",27.7841718,-98.0465185,2,0,None,2020-04-19 01:40:27.495960+00:00
Chlef,36.147424,1.3083685,45,1,0,2020-04-19 01:41:35.219808+00:00
Altos,-5.0399759,-42.4580863,1,0,None,2020-04-19 01:22:14.954636+00:00
Anamã,-3.5155735,-61.7941232,1,0,None,2020-04-19 01:22:15.047833+00:00
Andradina,-20.8990661,-51.3796923,2,0,None,2020-04-19 01:22:15.080601+00:00
Caraguatatuba,-23.6255903,-45.4241453,11,2,None,2020-04-19 01:22:17.693075+00:00
Criciúma,-28.6726329,-49.3733541,44,4,None,2020-04-19 01:22:18.643678+00:00
Itapema,-27.0960682,-48.6178074,8,0,None,2020-04-19 01:22:22.405976+00:00
Huanggang,30.453667,114.872199,2907,125,2782,2020-04-19 01:22:33.698233+00:00
Jingzhou,30.335237,112.239631,1580,52,1528,2020-04-19 01:22:33.698233+00:00
Ezhou,30.39194,114.894843,1394,59,1335,2020-04-19 01:22:33.698233+00:00
"St. Lucie County, Florida",27.3225563,-80.543845,196,13,0,2020-04-18 01:41:02.433592+00:00
"Taylor County, Florida",30.0993767,-83.6773928,1,0,None,2020-04-19 01:40:27.495960+00:00
"Appling County, Georgia",31.712238,-82.2583297,18,0,None,2020-04-19 01:40:27.495960+00:00
"Calhoun County, Georgia",31.5621777,-84.6479124,57,2,None,2020-04-19 01:40:27.495960+00:00
"Knox County, Kentucky",36.9260578,-83.8897057,4,0,None,2020-04-19 01:40:27.495960+00:00
"Genesee County, Michigan",43.0777289,-83.6773928,1228,112,0,2020-04-18 01:41:02.433592+00:00
Chongming District,31.623728,121.397421,4,0,4,2020-04-19 01:22:33.698233+00:00
"Bandera County, Texas",29.7404135,-99.2785583,4,0,None,2020-04-19 01:40:27.495960+00:00
"Crosby County, Texas",33.5500004,-101.2523792,1,1,None,2020-04-19 01:40:27.495960+00:00
"Montague County, Texas",33.6460993,-97.6982272,5,0,None,2020-04-19 01:40:27.495960+00:00
Reusel-De Mierden,51.3706496,5.1465549,10,None,None,2020-04-19 01:41:40.464382+00:00
"Chemung County, New York",42.1362071,-76.7798172,72,1,0,2020-04-18 01:41:02.433592+00:00
"Cannon County, Tennessee",35.8070317,-86.0529604,9,0,None,2020-04-19 01:40:27.495960+00:00
"Jefferson County, Florida",30.4311978,-83.8897057,24,1,0,2020-04-18 01:41:02.433592+00:00
Xiangyang,32.009016,112.122426,1175,40,1135,2020-04-19 01:22:33.698233+00:00
Itapira,-22.4362174,-46.8228786,14,3,None,2020-04-19 01:22:22.509501+00:00
"Thurston County, Washington",46.8645747,-122.7695986,89,1,None,2020-04-19 01:40:27.495960+00:00
"Stephenson County, Illinois",42.314489,-89.6251646,12,0,0,2020-04-18 01:41:02.433592+00:00
"Dade County, Georgia",34.9109017,-85.4788065,8,1,None,2020-04-19 01:40:27.495960+00:00
Rampur,28.798299,79.0220287,6,0,0,2020-04-13 19:42:52.780289+00:00
"Dallas County, Texas",32.8024682,-96.8350999,2324,60,0,2020-04-18 01:41:02.433592+00:00
Suizhou,31.690215,113.382458,1307,45,1262,2020-04-19 01:22:33.698233+00:00
"Rush County, Indiana",39.6481768,-85.520024,20,1,None,2020-04-19 01:40:27.495960+00:00
Euclides da Cunha,-10.5086869,-39.0137658,1,0,None,2020-04-19 01:22:19.139448+00:00
Aragoiânia,-16.909152,-49.4480992,1,0,None,2020-04-19 01:22:15.314329+00:00
"Nassau County, New York",40.6546145,-73.5594128,29180,1109,0,2020-04-18 01:41:02.433592+00:00
"Crisp County, Georgia",31.8875724,-83.804868,114,2,0,2020-04-18 01:41:02.433592+00:00
"Shelby County, Indiana",39.4952877,-85.8486236,99,4,0,2020-04-18 01:41:02.433592+00:00
"Niagara County, New York",43.3119496,-78.7476208,234,9,0,2020-04-18 01:41:02.433592+00:00
"Catawba County, North Carolina",35.6840748,-81.2518833,43,1,0,2020-04-18 01:41:02.433592+00:00
"Dawson County, Georgia",34.412912,-84.1435136,42,1,None,2020-04-19 01:40:27.495960+00:00
"Cambria County, Pennsylvania",40.4894231,-78.7476208,17,1,0,2020-04-18 01:41:02.433592+00:00
"Lee County, South Carolina",34.1630345,-80.2321313,40,5,None,2020-04-19 01:40:27.495960+00:00
Rheden,52.0057368,6.0279594,31,None,None,2020-04-19 01:41:40.475301+00:00
Göppingen,48.7054382,9.6512491,705,31,None,2020-04-18 00:00:00+00:00
Dresden,51.0504088,13.7372621,465,5,None,2020-04-18 00:00:00+00:00
Magdeburg,52.1205333,11.6276237,100,1,None,2020-04-18 00:00:00+00:00
"Madison County, Florida",30.4586334,-83.5070203,20,0,0,2020-04-18 01:41:02.433592+00:00
Xianning,29.841438,114.322439,836,15,821,2020-04-19 01:22:33.698233+00:00
Shiyan,32.629398,110.798266,672,8,664,2020-04-19 01:22:33.698233+00:00
"San Luis Obispo County, California",35.2827524,-120.6596156,131,1,0,2020-04-18 01:41:02.433592+00:00
Jucás,-6.5162414,-39.5187369,0,0,None,2020-04-19 01:22:23.161281+00:00
"Teller County, Colorado",38.8611579,-105.1726816,18,2,None,2020-04-19 01:40:27.495960+00:00
Apiaí,-24.5113085,-48.8447394,1,0,None,2020-04-19 01:22:15.203805+00:00
Tanabi,-20.6286479,-49.6546435,3,0,None,2020-04-19 01:22:29.384934+00:00
"DeKalb County, Georgia",33.7956441,-84.2278796,1396,24,0,2020-04-18 01:41:02.433592+00:00
"Habersham County, Georgia",34.6478893,-83.5496566,72,2,None,2020-04-19 01:40:27.495960+00:00
"Macon County, Georgia",32.3523607,-84.059029,47,0,0,2020-04-18 01:41:02.433592+00:00
"Lincoln County, Louisiana",32.598888,-92.6983868,49,2,0,2020-04-18 01:41:02.433592+00:00
"Gladwin County, Michigan",44.0327885,-84.3542049,9,0,0,2020-04-18 01:41:02.433592+00:00
Sömmerda,51.1613676,11.1263427,33,0,None,2020-04-18 00:00:00+00:00
Salzlandkreis,51.8325635,11.5833881,61,0,None,2020-04-18 00:00:00+00:00
Caridade,-4.0962404,-39.0566372,2,0,None,2020-04-19 01:22:17.792372+00:00
Carmo da Cachoeira,-21.4611774,-45.2202506,1,0,None,2020-04-19 01:22:17.837482+00:00
Coronel João Pessoa,-6.2608549,-38.443281,1,0,None,2020-04-19 01:22:18.567454+00:00
Maule Region,-35.5163603,-71.5723953,223,7,None,2020-04-19 01:22:31.366476+00:00
Araucanía Region,-38.948921,-72.331113,907,22,None,2020-04-19 01:22:31.398448+00:00
Yellowstone,44.6644535,-111.1000808,1015,39,976,2020-04-19 01:22:33.698233+00:00
Yichang,30.691966,111.286471,931,37,894,2020-04-19 01:22:33.698233+00:00
"Morehouse County, Louisiana",32.796224,-91.7538817,35,2,0,2020-04-18 01:41:02.433592+00:00
"Clark County, Ohio",39.8912092,-83.6773928,26,0,0,2020-04-18 01:41:02.433592+00:00
"Clermont County, Ohio",39.0928449,-84.1857115,71,1,0,2020-04-18 01:41:02.433592+00:00
"Dawson County, Texas",32.7717423,-101.9804613,12,1,None,2020-04-19 01:40:27.495960+00:00
"Lewis County, West Virginia",39.0196167,-80.543845,2,0,None,2020-04-19 01:40:27.495960+00:00
Raebareli,26.2144806,81.2528139,2,0,0,2020-04-13 19:42:52.769594+00:00
"Union County, Georgia",34.8457601,-83.9744262,10,1,None,2020-04-19 01:40:27.495960+00:00
"Rockingham County, North Carolina",36.4335041,-79.8296743,16,2,None,2020-04-19 01:40:27.495960+00:00
Tabatinga,-4.2289308,-69.9367014,3,0,None,2020-04-19 01:22:29.317309+00:00
Eindhoven,51.441642,5.4697225,142,None,None,2020-04-19 01:41:38.766725+00:00
Shen Nong Rack Forest Area,31.517308,110.332179,11,0,11,2020-04-19 01:22:33.698233+00:00
Lochem,52.1586646,6.4098158,11,None,None,2020-04-19 01:41:39.717911+00:00
Lambari D'Oeste,-15.3176394,-58.0033624,1,0,None,2020-04-19 01:22:23.370987+00:00
"Chattahoochee County, Georgia",32.2952274,-84.8150781,6,0,None,2020-04-19 01:40:27.495960+00:00
"Stewart County, Georgia",32.1141344,-84.8150781,15,0,None,2020-04-19 01:40:27.495960+00:00
"Denton County, Texas",33.1418611,-97.179026,585,15,None,2020-04-19 01:40:27.495960+00:00
Itajuípe,-14.6756933,-39.3724916,6,0,None,2020-04-19 01:22:22.305461+00:00
"Galax city, Virginia",36.6612387,-80.9239671,1,0,None,2020-04-19 01:40:27.495960+00:00
"Union County, South Dakota",42.8621348,-96.7065914,5,0,0,2020-04-18 01:41:02.433592+00:00
"Bledsoe County, Tennessee",35.6028856,-85.2308414,8,0,None,2020-04-19 01:40:27.495960+00:00
"Bexar County, Texas",29.4200763,-98.5721016,970,37,None,2020-04-17 01:40:29.788163+00:00
"Wasatch County, Utah",40.3629418,-110.9983515,109,1,0,2020-04-18 01:41:02.433592+00:00
Itapiranga,-2.7465752,-58.027863,1,0,None,2020-04-19 01:22:22.520920+00:00
"Jones County, Texas",32.7833435,-99.8124935,3,0,None,2020-04-19 01:40:27.495960+00:00
Halton,53.3612697,-2.7334763,235,None,None,2020-04-18 15:02:36+00:00
Areal,-22.2325199,-43.102009,1,0,None,2020-04-19 01:22:15.537146+00:00
Assaí,-23.3692031,-50.8471597,1,0,None,2020-04-19 01:22:15.660466+00:00
Xilin Guole League,43.933454,116.0482221,9,0,9,2020-04-19 01:22:33.698233+00:00
Tumakuru,13.3378762,77.117325,2,1,1,2020-04-19 01:22:57.472567+00:00
"Rio Grande County, Colorado",37.5749508,-106.4405872,7,0,None,2020-04-19 01:40:27.495960+00:00
Chifeng,42.25785,118.886931,9,0,9,2020-04-19 01:22:33.698233+00:00
Bilac,-21.4044337,-50.4751106,1,0,None,2020-04-19 01:22:16.369512+00:00
"Johnson County, Georgia",32.7308194,-82.6915429,33,1,None,2020-04-19 01:40:27.495960+00:00
"Jenkins County, Georgia",32.7781246,-81.9971108,12,1,None,2020-04-19 01:40:27.495960+00:00
"White County, Georgia",34.6567728,-83.7199136,20,0,None,2020-04-19 01:40:27.495960+00:00
"Pierce County, Georgia",31.343806,-82.1713632,51,2,0,2020-04-18 01:41:02.433592+00:00
"Assumption County, Louisiana",29.9232544,-91.09694,143,1,0,2020-04-18 01:41:02.433592+00:00
"Rowan County, North Carolina",35.6303455,-80.543845,244,12,0,2020-04-18 01:41:02.433592+00:00
"Le Sueur County, Minnesota",44.461555,-93.9151438,22,0,None,2020-04-19 01:40:27.495960+00:00
"Johnson County, Texas",32.4133566,-97.3516558,44,1,None,2020-04-17 01:40:29.788163+00:00
Boca da Mata,-9.6615919,-36.1335683,1,0,None,2020-04-19 01:22:16.436264+00:00
"Benton County, Washington",46.3166362,-119.5021582,306,34,0,2020-04-18 01:41:02.433592+00:00
Fortaleza,-3.7327144,-38.5269981,2300,119,None,2020-04-19 01:22:19.403383+00:00
Massapê,-3.5240219,-40.3426306,0,0,None,2020-04-19 01:22:24.045606+00:00
Bouira,36.37763,3.8962348,17,2,0,2020-04-19 01:41:34.745138+00:00
"Pueblo County, Colorado",38.2528534,-104.4723301,78,6,None,2020-04-19 01:40:27.495960+00:00
Ordos,39.608266,109.781327,11,0,11,2020-04-19 01:22:33.698233+00:00
Hillingdon,51.5351832,-0.4481378,587,None,None,2020-04-18 15:02:36+00:00
Goiandira,-18.1353274,-48.0874672,1,1,None,2020-04-19 01:22:19.634378+00:00
Baotou,40.657978,109.840313,11,0,11,2020-04-19 01:22:33.698233+00:00
Granja,-3.1184977,-40.8303553,1,0,None,2020-04-19 01:22:19.766199+00:00
"Shawano County, Wisconsin",44.7683909,-88.7108964,6,0,None,2020-04-19 01:40:27.495960+00:00
"Sawyer County, Wisconsin",45.8220169,-91.1685886,2,0,None,2020-04-19 01:40:27.495960+00:00
"Richmond County, North Carolina",35.003045,-79.7848422,18,2,0,2020-04-18 01:41:02.433592+00:00
"Marshall County, West Virginia",39.8926818,-80.6770787,8,0,None,2020-04-19 01:40:27.495960+00:00
"Treutlen County, Georgia",32.3870233,-82.5834947,1,0,None,2020-04-19 01:40:27.495960+00:00
Hulunbeier,49.211742,119.765607,7,0,7,2020-04-19 01:22:33.698233+00:00
Deux-Sèvres,46.5926541,-0.3962844,77,12,30,2020-04-19 01:41:44.242213+00:00
Creuse,46.0377633,2.0627832,49,5,12,2020-04-19 01:41:44.228223+00:00
Finistère,48.2520249,-3.9300525,234,30,103,2020-04-19 01:41:44.205005+00:00
Greiz,50.6585555,12.2077126,303,16,None,2020-04-18 00:00:00+00:00
Ulanchab,40.994785,113.132585,3,0,3,2020-04-19 01:22:33.698233+00:00
Loon op Zand,51.6270137,5.0720086,20,None,None,2020-04-19 01:41:39.729175+00:00
Blackpool,53.8175053,-3.0356748,209,None,None,2020-04-18 15:02:36+00:00
"Towns County, Georgia",34.9208214,-83.7199136,10,0,None,2020-04-19 01:40:27.495960+00:00
Indaial,-26.8997445,-49.2358981,3,1,None,2020-04-19 01:22:21.895058+00:00
Saale-Holzland-Kreis,50.8793067,11.7602014,50,1,None,2020-04-18 00:00:00+00:00
"Carroll County, Virginia",36.6778699,-80.7214417,3,0,None,2020-04-19 01:40:27.495960+00:00
"Daviess County, Indiana",38.7020241,-87.1422895,29,2,0,2020-04-18 01:41:02.433592+00:00
"Webster County, Georgia",32.0129889,-84.564147,5,0,None,2020-04-19 01:40:27.495960+00:00
"Kingston upon Hull, City of",53.7676236,-0.3274198,225,None,None,2020-04-18 15:02:36+00:00
"Kauai County, Hawaii",21.9661076,-159.5737912,21,0,None,2020-04-19 01:40:27.495960+00:00
"Lake County, Illinois",42.3689363,-87.8271534,2073,75,0,2020-04-18 01:41:02.433592+00:00
"Custer County, Idaho",44.3331898,-114.2614334,2,0,None,2020-04-19 01:40:27.495960+00:00
"Lincoln County, Idaho",43.0496418,-114.1694407,16,0,None,2020-04-19 01:40:27.495960+00:00
"Macon County, Illinois",39.8949055,-89.0179332,55,7,0,2020-04-18 01:41:02.433592+00:00
"Lawrence County, Kentucky",38.052675,-82.7778579,1,0,None,2020-04-19 01:40:27.495960+00:00
"Terrebonne County, Louisiana",29.2299682,-90.7532809,310,21,0,2020-04-18 01:41:02.433592+00:00
"Prentiss County, Mississippi",34.6324369,-88.5178518,16,0,None,2020-04-19 01:40:27.495960+00:00
"Stevens County, Washington",48.4558249,-117.9059909,8,1,None,2020-04-17 01:40:29.788163+00:00
Hounslow,51.4609218,-0.373149,546,None,None,2020-04-18 15:02:36+00:00
Islington,51.5465063,-0.1058058,361,None,None,2020-04-18 15:02:36+00:00
Bacabeira,-2.9780939,-44.3165822,1,0,None,2020-04-19 01:22:15.778927+00:00
Mogi Guaçu,-22.1750684,-47.0972424,9,1,None,2020-04-19 01:22:24.308150+00:00
Wuhai,39.655248,106.794216,2,0,2,2020-04-19 01:22:33.698233+00:00
Foshan,23.021478,113.121435,98,0,86,2020-04-19 01:22:33.698233+00:00
"Gilmer County, Georgia",34.6935359,-84.4802606,10,0,None,2020-04-19 01:40:27.495960+00:00
"Liberty County, Georgia",31.842969,-81.4718387,32,0,None,2020-04-19 01:40:27.495960+00:00
"Bonner County, Idaho",48.2751783,-116.5931483,4,0,None,2020-04-19 01:40:27.495960+00:00
"Calhoun County, Illinois",39.1733216,-90.658333,1,0,None,2020-04-19 01:40:27.495960+00:00
"Centre County, Pennsylvania",40.8765649,-77.8367282,73,1,None,2020-04-19 01:40:27.495960+00:00
"Westmoreland County, Pennsylvania",40.2353963,-79.4703885,280,13,0,2020-04-18 01:41:02.433592+00:00
Bagé,-31.3284966,-54.092275,29,0,None,2020-04-19 01:22:15.801088+00:00
Itatim,-12.7064081,-39.6973656,1,0,None,2020-04-19 01:22:22.632869+00:00
Lábrea,-7.2645142,-64.795296,2,0,None,2020-04-19 01:22:23.645421+00:00
Mulungu,-4.3033215,-38.9954814,1,0,None,2020-04-19 01:22:24.569321+00:00
Piripá,-14.9716164,-41.7208243,1,0,None,2020-04-19 01:22:26.091986+00:00
Presidente Figueiredo,-2.0533403,-60.0238349,6,0,None,2020-04-19 01:22:26.442632+00:00
"Wyoming County, Pennsylvania",41.5004703,-76.0391909,16,1,None,2020-04-19 01:40:27.495960+00:00
"Karnes County, Texas",28.9089085,-97.87216,3,0,None,2020-04-19 01:40:27.495960+00:00
Warrington,53.3900441,-2.5969501,408,None,None,2020-04-18 15:02:36+00:00
"Perry County, Ohio",39.7641353,-82.2583297,9,0,0,2020-04-18 01:41:02.433592+00:00
Santa Cruz do Sul,-29.722516,-52.4348382,1,0,None,2020-04-19 01:22:27.390579+00:00
Hohhot,40.842356,111.749995,7,0,7,2020-04-19 01:22:33.698233+00:00
"Troup County, Georgia",33.0698575,-85.023346,82,4,0,2020-04-18 01:41:02.433592+00:00
"Twiggs County, Georgia",32.68356,-83.4643551,4,0,None,2020-04-19 01:40:27.495960+00:00
Venda Nova do Imigrante,-20.3275068,-41.1359347,2,0,None,2020-04-19 01:22:30.360602+00:00
Extrema,-22.8564961,-46.3259721,12,0,None,2020-04-19 01:22:19.172483+00:00
"Knox County, Maine",43.9969995,-68.9242652,12,0,None,2020-04-19 01:40:27.495960+00:00
"Hillsdale County, Michigan",41.8685961,-84.5222189,89,11,0,2020-04-18 01:41:02.433592+00:00
"Kootenai County, Idaho",47.7568407,-116.6222056,50,0,None,2020-04-19 01:40:27.495960+00:00
Shahjahanpur,27.8753399,79.9147268,1,0,0,2020-04-13 19:42:52.801805+00:00
"Scott County, Missouri",37.0394443,-89.6251646,49,1,0,2020-04-18 01:41:02.433592+00:00
Eure-et-Loir,48.5525242,1.1989814,547,62,231,2020-04-19 01:41:44.204272+00:00
"Adams County, Illinois",40.0577692,-91.135302,31,0,0,2020-04-18 01:41:02.433592+00:00
"Knox County, Illinois",40.8776411,-90.2244662,5,0,0,2020-04-18 01:41:02.433592+00:00
Hardoi,27.3965071,80.1250479,2,0,0,2020-04-13 19:42:52.599018+00:00
"Shelby County, Missouri",39.8388716,-92.1057549,1,0,None,2020-04-19 01:40:27.495960+00:00
Shenzhen,22.543096,114.057865,461,3,429,2020-04-19 01:22:33.698233+00:00
Marituba,-1.3603782,-48.3424868,11,1,None,2020-04-19 01:22:23.986819+00:00
Santa Fé,-15.769874,-51.0955158,7,1,None,2020-04-19 01:22:27.412074+00:00
